CH4,C2H4,C2H2,FAULT
4010.1187,537.2292,162.939,T1
3089.7955,716.4169,54.5909,T1
3263.5673,355.183,144.7718,T1
2498.4928,460.2142,94.9592,T1
4619.5019,268.1335,189.5498,T1
1011.0489,138.9608,13.3606,T1
474.2038,94.4105,6.4372,T1
4159.5069,114.9948,17.1178,T1
2372.8037,222.2146,25.2349,T1
62.949,3.2411,2.2773,T1
1561.3341,157.8742,1.8589,T1
3645.7207,481.3661,112.9074,T1
4448.8786,90.3868,25.1224,T1
2371.8952,315.8058,9.3263,T1
3881.2563,616.8079,139.9965,T1
300.2888,38.9427,6.7808,T1
2802.1415,122.1852,124.8511,T1
86.4584,3.365,3.6059,T1
2174.9066,426.0878,108.1682,T1
3302.8904,746.1191,91.2407,T1
447.3559,76.209,19.6496,T1
115.3791,1.6858,2.1815,T1
3360.1557,362.5811,4.6213,T1
4337.9536,99.3708,127.8724,T1
2213.5268,379.1152,27.8913,T1
3585.2211,709.7547,38.0737,T1
4279.039,280.9067,132.8165,T1
3621.8518,370.4056,155.5753,T1
37.6422,6.1452,0.5997,T1
2168.3413,90.6182,72.8133,T1
1735.2531,195.2687,42.0347,T1
2047.1868,372.7066,12.5147,T1
2994.4871,343.7906,123.1273,T1
640.8676,64.3203,4.1006,T1
3704.9496,373.318,163.8693,T1
3618.3189,552.6003,80.3377,T1
4173.9187,416.0743,7.1182,T1
622.3381,82.2035,9.3191,T1
2006.3285,141.0976,24.3979,T1
3776.0409,119.5084,14.2693,T1
2476.5813,240.4073,42.1457,T1
3953.5214,239.0818,47.908,T1
2445.0173,300.4538,19.8477,T1
985.7018,173.0013,10.5969,T1
2883.8301,612.4964,122.4766,T1
1844.0481,192.9024,85.1827,T1
692.5797,157.155,35.3169,T1
3226.5779,604.1403,42.043,T1
3363.1826,301.8793,49.6042,T1
3420.0368,402.6123,15.8255,T1
3100.0579,177.898,9.1997,T1
201.9249,30.369,10.0375,T1
2071.7505,79.583,90.1248,T1
1967.2124,357.9721,57.6373,T1
1986.1079,39.3955,52.5162,T1
2909.8401,531.5453,86.7847,T1
2802.381,400.0554,105.3487,T1
1060.3603,51.7347,18.1867,T1
2799.3894,653.9247,69.5281,T1
3745.6603,111.8009,76.297,T1
3133.2928,111.4052,4.0878,T1
3376.1164,84.4952,130.5554,T1
540.0318,31.5735,11.4777,T1
4077.8515,380.1077,75.861,T1
3022.4663,389.8485,102.2726,T1
2961.9666,361.9123,2.0127,T1
4305.1747,105.5341,166.0174,T1
2472.7302,321.9983,86.5851,T1
1894.8931,307.0757,32.9817,T1
3140.2473,687.5556,53.0765,T1
3852.7177,649.2439,138.2063,T1
4370.7412,332.8707,198.8031,T1
3409.6574,92.8509,126.3585,T1
3693.236,513.1993,45.5069,T1
2473.0784,590.4326,86.2401,T1
1616.1501,101.3654,10.6561,T1
1523.0195,339.3765,41.0862,T1
3431.7484,571.8635,150.9609,T1
3843.153,273.0706,138.9107,T1
1841.4271,352.5144,47.7989,T1
3878.1532,303.4405,126.9414,T1
3367.4309,386.9823,82.9491,T1
1517.3019,216.1979,7.3191,T1
1801.0966,349.5075,71.0215,T1
3250.7282,641.7471,63.4902,T1
1584.3704,173.2691,9.6778,T1
1536.1447,329.3236,33.5647,T1
951.5267,102.0668,30.1492,T1
3704.5942,353.2692,137.2196,T1
2607.492,138.2372,5.5188,T1
3647.6548,453.7098,169.7891,T1
1129.6045,14.5482,20.5991,T1
342.8638,14.5241,6.472,T1
1622.9767,271.3375,79.0454,T1
3554.577,166.0241,75.3077,T1
1198.0148,199.9161,1.5721,T1
3061.5712,540.9449,23.5564,T1
2538.6457,225.8586,2.6599,T1
3973.0906,588.9277,140.4571,T1
927.8429,60.0227,0.3391,T1
3639.6714,664.7619,84.7776,T1
2922.619,371.5437,10.9011,T1
995.2932,41.5845,7.6036,T1
899.7698,43.696,1.9851,T1
3459.055,635.1865,141.2124,T1
794.5008,22.5716,23.9942,T1
2067.1869,467.035,41.9659,T1
981.832,86.8503,22.3555,T1
4585.9946,191.6947,74.293,T1
3245.8115,614.5232,47.1747,T1
3560.0571,346.5794,125.2737,T1
3255.9683,782.3965,74.3328,T1
908.1132,59.4417,7.8842,T1
546.4509,45.9805,4.9627,T1
3700.068,365.8002,181.1443,T1
1243.1365,260.7568,50.2885,T1
1417.1798,185.389,65.487,T1
4700.0902,113.262,129.7468,T1
1517.0481,352.6836,9.8634,T1
542.7962,75.1385,10.7356,T1
3991.8439,318.1811,31.8987,T1
3271.6112,443.7744,41.1002,T1
1216.2163,165.6757,35.6805,T1
89.359,16.4955,4.1428,T1
4069.7853,49.9459,169.2123,T1
3932.2693,834.1397,135.7489,T1
161.3544,10.2874,4.0802,T1
38.2585,1.933,0.3267,T1
3149.9236,701.6443,136.9537,T1
1318.1587,335.4756,16.3132,T1
2381.3249,125.9354,42.1872,T1
3477.7694,182.9739,31.7438,T1
1781.5701,192.6313,13.6253,T1
2495.3165,530.5483,72.749,T1
3393.7841,764.2271,16.5613,T1
2773.6922,244.1075,104.3932,T1
924.8651,49.4081,19.4189,T1
1834.467,51.9567,71.3977,T1
1577.6875,178.0669,58.2543,T1
1040.9773,101.031,3.4504,T1
1036.1438,270.431,47.1781,T1
441.5647,106.8088,5.6026,T1
3159.9769,350.7086,65.0421,T1
1178.6152,201.7571,27.3659,T1
3074.9319,529.7668,8.4338,T1
657.5515,34.7425,19.4872,T1
1896.208,387.8953,43.1747,T1
1702.1244,175.6076,69.0984,T1
3266.6516,69.4815,75.0838,T1
2389.4257,603.6383,90.6463,T1
1913.5359,259.8331,40.5616,T1
820.3474,42.6549,7.8695,T1
259.6275,22.2438,7.4854,T1
2103.8382,494.2477,33.8149,T1
3802.6631,834.7516,110.2931,T1
94.488,2.2154,2.9582,T1
1264.0385,207.1838,10.9356,T1
2314.717,452.3957,8.9249,T1
2350.7613,191.5639,86.264,T1
4361.6715,399.2,142.2467,T1
2456.1772,526.9419,119.2869,T1
1363.4451,82.2889,16.5327,T1
1770.0749,243.1653,48.8049,T1
3651.3872,387.5857,46.8401,T1
329.0901,28.7925,2.46,T1
3236.8325,201.3407,10.8202,T1
616.4391,26.9345,15.7517,T1
30.9478,5.2916,0.6358,T1
183.2334,5.869,4.0669,T1
249.374,45.2721,9.2721,T1
4042.1476,215.4907,94.4897,T1
458.6653,19.3297,5.2761,T1
3486.5884,629.7491,32.8908,T1
1038.7167,273.71,33.0868,T1
1762.7949,84.6393,7.4068,T1
2366.0181,112.7793,16.7659,T1
156.844,12.7865,5.9239,T1
207.2417,13.661,5.4486,T1
2321.4054,199.3214,36.7478,T1
805.3011,91.7425,24.8724,T1
1491.932,94.938,13.5395,T1
3834.4345,191.8034,53.0066,T1
4365.9487,276.2092,118.7262,T1
3601.5877,353.4815,35.1877,T1
2256.7128,375.6705,18.3099,T1
1633.2751,120.0881,36.3194,T1
1285.7992,55.1013,20.1887,T1
904.529,177.1503,25.5131,T1
2999.6666,175.4202,106.8711,T1
1797.1963,117.5788,36.0414,T1
3529.8406,562.2753,149.6743,T1
996.5015,178.996,19.6077,T1
3967.3861,47.1939,116.6617,T1
263.7129,45.1956,0.392,T1
2049.1758,499.1813,1.1768,T1
1125.6199,256.045,23.8201,T1
1242.9152,71.1136,12.7001,T1
2751.2958,263.6699,88.6934,T1
3548.5556,859.3257,22.1189,T1
2658.039,562.7652,122.2832,T1
1819.5984,207.0172,57.4872,T1
1841.5624,416.0616,4.2679,T1
2960.0316,579.4765,96.4015,T1
1520.8149,121.5729,43.3396,T1
620.1741,104.3474,7.864,T1
3362.0255,519.8001,84.5364,T1
1559.1646,293.9233,2.1709,T1
4186.166,704.1441,105.7246,T1
3105.3371,657.8894,91.6713,T1
652.1063,90.1666,17.8815,T1
2856.0044,713.1043,123.4915,T1
3132.6855,763.5557,86.5162,T1
3383.0257,261.6071,4.4554,T1
1325.3553,235.897,53.7253,T1
2760.7996,151.9163,92.9447,T1
3815.7264,133.4969,97.2531,T1
4109.2083,715.2156,33.7192,T1
3836.4833,223.4147,131.6779,T1
2774.6291,653.7656,11.558,T1
4174.8138,253.7547,20.9529,T1
3499.0596,560.835,41.5509,T1
15.798,2.635,0.0607,T1
778.4263,6.9031,20.0513,T1
2538.5796,122.1098,59.5484,T1
699.5855,16.7539,4.8802,T1
3681.8681,532.0745,137.5599,T1
634.7461,111.9133,0.5586,T1
1936.8028,252.5689,60.4343,T1
515.5048,52.7567,14.2937,T1
1712.726,66.5101,34.9534,T1
2275.7198,2.4415,61.6836,T1
3781.5255,358.2772,124.4691,T1
2805.2868,248.5834,87.9683,T1
830.7836,97.3372,0.2171,T1
2728.2026,461.0359,36.2444,T1
4527.4008,47.6872,168.2272,T1
1680.8569,397.7002,44.4508,T1
13.2239,0.9887,0.4129,T1
3028.4824,76.2763,108.9521,T1
362.6475,35.7803,7.9475,T1
4006.2721,991.8748,127.1705,T1
577.0616,141.4388,15.0385,T1
1257.0448,142.8753,31.0747,T1
2362.3246,25.0006,36.9205,T1
2544.0091,378.5228,16.0557,T1
315.6572,305.8494,25.145,T2
1412.3609,608.4621,13.4762,T2
3623.3499,946.0353,89.8391,T2
3212.6164,1401.8958,169.1891,T2
2373.9145,2182.5384,119.4018,T2
1100.4993,865.9593,68.8443,T2
1519.6914,504.1802,80.0378,T2
1992.2771,1705.6711,146.2959,T2
337.6271,104.4337,12.2244,T2
140.8135,128.0147,3.1924,T2
2576.6755,917.9768,95.7917,T2
2579.9924,1735.8981,141.8619,T2
3075.3713,896.1023,33.865,T2
1857.9478,1124.9049,16.5174,T2
2836.4477,1183.2737,26.7689,T2
2037.2236,882.0045,122.697,T2
1713.6783,649.2372,58.0316,T2
2655.0672,1903.0213,47.8105,T2
2340.5935,2119.0094,154.3131,T2
2754.8004,1387.7732,90.1136,T2
942.9032,1008.538,37.1761,T2
1800.6585,1446.564,108.3684,T2
1621.0376,606.1326,88.3344,T2
2479.7207,714.0014,23.6737,T2
1891.2816,1209.7932,62.2419,T2
2147.2611,837.8331,9.3718,T2
2890.8563,1145.8951,98.9981,T2
130.957,70.3255,1.7151,T2
6.4831,3.429,0.2273,T2
302.2841,350.3455,11.5843,T2
1151.9382,1155.5088,66.3692,T2
2697.2517,2267.222,132.4993,T2
3445.2058,1038.734,130.3382,T2
3178.4652,1418.877,75.2271,T2
1239.7532,564.4203,0.1062,T2
922.8937,381.8825,44.9554,T2
3023.0563,1226.084,122.3479,T2
1020.0493,246.2471,0.5425,T2
656.1736,699.2674,6.6204,T2
506.2059,366.7079,18.7234,T2
2638.5637,1091.8033,118.3151,T2
1065.0832,985.1857,44.9263,T2
1025.3766,582.0317,10.5295,T2
2245.7452,1042.8823,94.115,T2
154.5235,132.3446,1.4681,T2
1222.0727,1224.2692,50.584,T2
2935.3459,1723.5517,96.2758,T2
372.7003,111.0702,13.4857,T2
180.3017,211.5459,13.1791,T2
1092.4764,529.1437,6.2606,T2
653.4376,233.0988,14.7905,T2
2569.0485,921.3724,60.3966,T2
26.8197,16.5923,0.8749,T2
3075.7723,1350.2955,148.0054,T2
2232.2476,1997.4625,158.9822,T2
1618.6788,1224.8316,93.1372,T2
2489.8647,2150.757,153.9652,T2
2543.5763,2053.5903,100.207,T2
942.5752,465.2814,45.175,T2
1250.0168,642.6184,17.674,T2
1322.4235,594.4933,3.057,T2
250.7767,179.3665,14.638,T2
2716.3869,1622.9455,22.3761,T2
2311.7935,614.4338,96.4353,T2
2585.4896,1108.0833,105.1931,T2
352.2713,209.0908,5.1771,T2
1563.4433,467.2915,60.3504,T2
762.9588,702.121,31.5065,T2
1012.9652,664.5102,8.4755,T2
1698.5078,676.0894,34.2419,T2
951.2227,696.0072,44.1369,T2
1011.4292,962.3566,61.8124,T2
1426.3803,998.9125,14.5527,T2
2661.5881,1305.552,135.192,T2
529.6777,231.0245,24.8534,T2
233.6308,73.9188,10.151,T2
1675.0153,595.5925,0.3611,T2
1322.8715,750.6613,7.4106,T2
277.9709,88.2814,3.8959,T2
3520.7303,1282.9681,128.6239,T2
2585.6235,2044.4753,142.0352,T2
310.3629,90.6239,15.4565,T2
3230.9212,1420.8623,172.4595,T2
1784.8364,775.7491,99.8726,T2
1630.9363,575.521,63.6833,T2
991.3942,258.1913,9.0411,T2
628.6209,531.9801,26.927,T2
1528.7258,495.3161,54.9932,T2
1423.5483,923.7214,58.5754,T2
114.9337,104.8653,2.3502,T2
2681.6057,1987.3801,155.3402,T2
504.0999,308.956,6.6728,T2
3264.3444,952.1062,119.8759,T2
995.7187,290.3841,29.6344,T2
1778.1813,634.0067,79.9058,T2
1612.069,967.4903,65.3939,T2
311.6166,132.6573,5.189,T2
1443.1502,699.8595,82.7682,T2
415.6403,162.8905,25.307,T2
1625.6134,530.1004,71.5181,T2
744.8811,377.7475,21.302,T2
1228.5187,876.9031,2.4954,T2
1410.1909,1252.7568,0.3571,T2
1465.8868,1012.3549,15.9606,T2
2004.5788,1657.0162,107.8136,T2
3027.8536,1234.8611,117.4768,T2
1302.3727,645.4356,30.957,T2
888.8572,303.0243,42.6486,T2
2666.9832,1291.4534,131.9816,T2
1844.322,963.259,8.3454,T2
802.956,293.0765,23.5688,T2
2031.873,1521.4973,110.8239,T2
1291.1181,824.0968,58.7043,T2
2138.2744,806.6338,109.0367,T2
557.3675,457.6607,19.3117,T2
272.0359,251.6937,2.227,T2
2170.9368,1150.5027,83.1633,T2
46.799,42.7838,0.8256,T2
2240.3031,1738.5698,175.5676,T2
2780.8541,1737.5092,183.7532,T2
1711.9,562.5551,38.8028,T2
2316.1527,1971.9322,97.8991,T2
2091.8937,1292.383,7.4706,T2
3620.2695,1032.3838,139.4232,T2
2556.8377,1174.9962,48.4845,T2
2429.7225,1002.405,3.3985,T2
602.3781,340.7043,28.5207,T2
446.6476,278.3261,30.1801,T2
1567.2517,396.4823,68.9089,T2
2560.9122,1029.6945,127.3699,T2
2860.5223,1680.9865,171.5822,T2
2970.6451,1700.3933,17.7724,T2
1369.6119,344.756,35.6776,T2
1315.8699,400.7416,47.6475,T2
3037.0448,1040.2796,155.8976,T2
493.5561,239.0489,8.6531,T2
48.3029,47.1338,3.9778,T2
1236.6771,1034.7805,61.4441,T2
839.5626,516.5308,42.9923,T2
1129.2349,407.2914,53.5751,T2
556.2019,458.389,33.3664,T2
1377.5223,974.9376,82.5619,T2
2481.6215,1487.4742,78.8805,T2
908.5227,342.1098,19.6066,T2
1404.6511,459.15,57.1851,T2
676.101,358.8929,27.9272,T2
125.3907,104.7191,6.7861,T2
2040.9328,1183.699,33.706,T2
2358.8026,616.0676,105.7408,T2
495.9719,418.908,0.6336,T2
1302.0318,996.6561,63.9064,T2
1418.577,655.5853,43.9603,T2
2028.7181,691.3314,0.3752,T2
2110.128,1302.9227,123.1707,T2
876.0931,260.4235,29.7135,T2
2514.1894,1032.9695,77.6671,T2
700.4043,351.0667,40.4879,T2
2040.8555,965.0722,22.1181,T2
1865.2905,827.4608,103.6542,T2
461.3926,257.0653,8.5277,T2
1888.0588,843.7973,69.9471,T2
819.6267,250.8916,32.1457,T2
2515.9135,1663.2636,175.4449,T2
2390.2157,1856.7159,72.0689,T2
1866.9554,983.1592,75.1961,T2
2240.9446,1626.583,10.644,T2
2709.4741,1560.2335,160.9946,T2
1637.3844,816.1707,21.6298,T2
1538.7624,399.8626,43.9726,T2
743.2104,251.4274,34.5036,T2
3036.8153,1655.8398,156.0531,T2
580.6988,358.2615,25.2114,T2
282.2143,179.4213,5.6779,T2
1550.5047,981.8502,86.1627,T2
2624.5022,1456.2333,23.0848,T2
2953.6236,1400.8649,145.8176,T2
560.1556,169.5363,14.5253,T2
2613.7274,1001.9384,39.876,T2
148.4589,85.9588,4.3648,T2
2887.0182,1529.0847,114.3675,T2
1714.9176,562.7767,32.9052,T2
1880.471,1320.7424,107.6513,T2
2221.656,1589.354,102.281,T2
1855.5947,1270.1234,65.1035,T2
129.3559,98.4916,2.4908,T2
196.6995,72.1421,4.8667,T2
1074.1308,413.9692,45.3062,T2
1585.3761,444.2621,46.1913,T2
1059.4713,1120.9183,38.5788,T2
1450.1055,1559.5312,97.2432,T2
3577.4939,1347.0689,191.4329,T2
155.9444,157.118,10.7969,T2
2526.202,841.3471,70.7773,T2
576.664,251.8486,23.461,T2
3589.6834,1212.8518,90.6783,T2
1845.8207,1088.8798,10.1659,T2
3292.1328,1011.5834,15.0885,T2
1690.6878,1148.1566,62.4398,T2
1396.4861,482.4479,21.3238,T2
2153.1722,658.2128,90.9175,T2
2956.9583,1555.7974,135.5413,T2
2817.7343,1330.3271,167.6689,T2
3058.4426,1604.4926,127.3393,T2
1731.9795,648.6685,26.664,T2
1293.1249,1031.2821,21.4223,T2
373.291,244.5625,19.7329,T2
68.4877,81.424,4.8201,T2
1399.4716,1399.7164,90.7015,T2
1540.4609,429.8189,77.1707,T2
2172.8739,1862.104,47.6302,T2
3513.4626,1128.5439,123.3316,T2
1100.8621,1013.9362,18.0906,T2
339.2302,145.914,13.7649,T2
1153.1196,744.3682,21.1503,T2
220.1682,82.9239,10.8325,T2
2188.9821,1818.8067,22.2591,T2
711.6454,406.6527,5.5069,T2
1500.9481,1496.6605,44.208,T2
1455.0731,484.24,49.9913,T2
3511.1623,947.1757,36.0986,T2
740.1444,863.2641,47.5753,T2
2002.7857,1800.2054,152.2714,T2
2798.5912,1468.0065,32.7276,T2
892.4435,339.5853,12.3203,T2
1174.5996,295.4091,37.7214,T2
1613.2981,623.5037,69.6649,T2
35.3598,9.9133,1.6882,T2
290.5621,174.2928,8.8197,T2
2322.2199,1397.3698,8.0777,T2
319.955,118.7132,1.5788,T2
2857.3634,1581.8464,111.3003,T2
2240.6464,1126.0619,5.8999,T2
191.8991,83.2371,4.5788,T2
1598.4778,1586.1186,100.6477,T2
1696.5344,1712.7705,25.3056,T2
2271.9751,1143.8786,40.0863,T2
598.8431,228.6603,29.5313,T2
146.6429,37.1928,3.2764,T2
2991.9685,1989.8784,3.5776,T2
362.5959,276.1419,4.1692,T2
479.207,156.2128,25.3408,T2
1989.17,1255.1606,11.8329,T2
813.2356,631.0036,15.0909,T2
1513.8783,501.9163,13.045,T2
2300.2817,1726.1312,39.7989,T2
1088.7767,438.2956,29.6714,T2
877.5153,495.5338,23.4173,T2
1582.0845,708.4806,42.1191,T2
1993.0091,690.7802,72.6163,T2
2706.7647,977.9767,61.5587,T2
855.32,803.134,25.8131,T2
2805.3431,1269.538,25.3287,T2
925.6248,429.5246,15.4462,T2
438.9381,384.6669,24.0794,T2
1835.7731,1710.9436,57.2825,T2
1198.0445,888.4577,57.9244,T2
371.5337,389.5605,24.2546,T2
469.1575,232.106,26.6158,T2
3208.1704,1619.0048,121.3856,T2
3281.7782,1262.4242,51.0516,T2
95.321,44.7103,3.7791,T2
2266.768,949.3183,62.6686,T2
283.2032,226.8092,1.5123,T2
1840.9267,550.4019,85.6312,T2
1433.1169,855.9904,33.0266,T2
1606.7832,470.8589,47.1031,T2
2294.8435,1289.7114,22.0713,T2
2801.0535,920.4797,123.1119,T2
2616.3254,2207.1674,153.273,T2
2972.075,1299.0069,70.0875,T2
1520.5847,1305.7885,99.7561,T2
2178.3373,1164.3062,68.8401,T2
827.6749,624.0479,22.3268,T2
2450.733,1759.4519,74.3905,T2
2713.2716,865.8654,56.0444,T2
1870.6838,1028.3504,30.4916,T2
1733.1266,707.9943,26.6056,T2
1802.4989,624.2163,74.0269,T2
2109.8152,1734.9781,38.637,T2
927.3636,316.7212,3.4408,T2
2110.1867,855.6862,71.7728,T2
593.5628,217.0622,29.637,T2
2283.0697,2168.5273,146.2047,T2
1370.4071,1396.7927,113.3581,T2
2626.9168,1912.8494,44.4117,T2
1118.842,370.7053,3.8283,T2
278.1135,223.7401,17.5729,T2
1791.2629,1579.2058,13.2331,T2
2101.6098,706.1384,75.9901,T2
2276.8246,810.7959,121.7755,T2
239.0117,214.7076,1.7495,T2
1757.1732,742.3705,13.5068,T2
917.2356,531.8012,27.8423,T2
2506.4562,2107.275,13.7231,T2
722.2482,464.2413,15.2377,T2
3386.8537,937.9596,44.3827,T2
1244.1092,609.1638,50.3109,T2
2803.8184,908.3009,45.6709,T2
1914.3552,618.4336,35.2368,T2
852.5182,531.4057,38.6333,T2
2974.3357,2026.9618,92.0403,T2
2550.354,744.9684,148.6855,T2
918.4162,949.0244,16.0692,T2
303.6678,106.9658,11.7326,T2
934.3738,400.108,19.6161,T2
2385.9159,722.4569,103.558,T2
2491.0718,2048.2129,90.1914,T2
2429.8964,1545.0592,73.5523,T2
1640.0451,1462.327,51.5176,T2
542.4948,154.6975,3.8631,T2
2840.7591,867.3206,56.1728,T2
1048.8851,350.4686,33.5937,T2
1923.6895,1013.6856,41.8574,T2
404.4381,168.1436,14.7023,T2
82.4919,81.3515,2.0887,T2
2070.497,2328.1054,177.6862,T2
2265.0769,2353.9871,1.5227,T2
3362.8252,1487.9126,91.9861,T2
2944.2948,948.3511,93.8673,T2
791.8944,803.1225,49.9226,T2
2650.5189,878.5714,112.1205,T2
930.5706,492.2266,42.8418,T2
2158.8001,557.5384,54.2177,T2
1940.1056,751.9149,118.6485,T2
353.5074,188.6527,14.0666,T2
744.2594,504.5888,37.5136,T2
2501.2745,1707.3333,2.3876,T2
861.2287,679.854,35.1316,T2
2548.6355,1524.6067,125.6329,T2
450.8528,322.4685,10.2678,T2
1286.1099,351.1589,3.3594,T2
273.1667,126.4957,14.1751,T2
257.4622,92.3074,8.8809,T2
1023.9551,374.2045,1.1761,T2
831.7672,601.5689,50.4433,T2
2029.8089,2049.8816,53.7903,T2
462.8144,339.8867,29.2985,T2
1216.6701,318.5861,46.9761,T2
1741.9246,840.5995,12.4136,T2
2087.3379,2001.9709,60.6472,T2
925.8584,280.1069,20.528,T2
738.6574,616.137,36.8903,T2
399.3125,252.6517,23.9984,T2
1095.4997,918.2566,48.3872,T2
920.9122,475.0803,5.5432,T2
1966.8979,833.2908,43.1926,T2
1489.5817,554.7803,15.4706,T2
125.5185,42.979,2.5155,T2
2601.6524,1272.9081,44.5318,T2
167.3527,82.9812,6.4879,T2
1469.498,872.3738,48.9071,T2
1170.6743,399.8165,42.0798,T2
937.3806,432.9635,39.6695,T2
1839.764,1253.1625,69.6469,T2
2467.2267,2035.3496,152.6279,T2
2682.468,1703.3124,83.5748,T2
2876.7916,1217.7312,115.5181,T2
693.7887,294.0882,31.8953,T2
1199.0146,837.5013,77.677,T2
3247.2044,1041.4515,88.2753,T2
2543.0266,881.0282,11.9502,T2
221.3845,60.1748,8.359,T2
2724.6462,1619.6051,101.1266,T2
428.6464,225.9853,9.2591,T2
448.9044,270.5186,1.933,T2
2670.9915,1566.3764,71.31,T2
112.2484,45.8346,0.1297,T2
1428.9814,1218.535,58.8792,T2
729.1914,560.9533,10.8241,T2
426.7114,213.6412,16.2892,T2
788.6486,220.3773,27.1004,T2
543.2455,466.8342,13.5153,T2
2967.9318,1042.9029,140.2864,T2
3203.2977,1307.8996,73.1018,T2
2567.0675,2170.2485,104.0987,T2
2140.8925,1949.0075,84.924,T2
756.9929,476.6777,50.5435,T2
2185.2712,720.1181,87.0029,T2
25.6609,12.0154,0.2178,T2
1075.6939,517.6786,33.2292,T2
1465.9242,744.3732,11.51,T2
84.6077,33.1846,1.4585,T2
189.9962,167.8118,13.7277,T2
561.2572,355.766,33.7846,T2
2927.4973,1739.6359,147.6115,T2
1759.3406,1810.6607,137.8873,T2
1687.195,1470.8437,39.1427,T2
1467.8235,893.9469,9.1567,T2
1731.4572,508.1228,20.1292,T2
994.5072,574.5227,44.0101,T2
574.3522,442.3505,0.4931,T2
1048.9337,864.7505,65.085,T2
2353.5073,1969.7233,25.7937,T2
827.1427,461.0179,29.1911,T2
2314.0284,1381.5592,31.1972,T2
1937.9857,654.999,108.1178,T2
2479.6529,1700.4338,69.3019,T2
1379.167,1511.8271,112.2646,T2
198.6025,69.9724,7.859,T2
1492.585,1159.5727,10.8299,T2
275.8867,262.1552,0.02,T2
1920.5885,1418.3213,77.8216,T2
1879.2733,684.9865,49.5239,T2
978.4358,369.3512,3.8022,T2
1837.3345,1566.1881,47.7608,T2
802.7603,236.5796,22.5599,T2
54.1295,17.584,1.6973,T2
2952.4924,1165.0772,17.2926,T2
2337.1661,2259.347,6.5123,T2
1823.5201,1268.557,88.8098,T2
1588.6364,438.2155,39.7942,T2
3090.1099,871.8932,98.0502,T2
465.8164,302.3974,22.2016,T2
2410.5436,2186.9964,63.6794,T2
1290.1129,720.5015,48.7281,T2
865.7224,405.1105,11.939,T2
2166.3899,993.1938,52.8552,T2
2374.0617,1005.8648,5.8371,T2
674.2654,397.5572,23.3495,T2
453.1247,336.5976,11.303,T2
2027.3574,984.7848,71.106,T2
957.672,684.5777,3.8086,T2
3044.4229,876.36,40.9174,T2
1550.3399,897.8802,54.5646,T2
2513.3177,2043.0481,40.5415,T2
2815.8746,1671.6143,174.8492,T2
2825.5363,947.9587,17.8978,T2
1136.8827,926.9348,5.7413,T2
566.7322,412.4832,11.5476,T2
1964.2425,1356.6007,122.3699,T2
2499.754,2096.6163,143.4835,T2
2251.2903,1276.4164,52.6144,T2
2041.731,1012.7246,38.0383,T2
66.3519,21.7885,2.6592,T2
382.1866,330.3197,7.7198,T2
2443.3117,2205.814,121.0142,T2
1589.0001,1264.0825,31.4032,T2
156.5411,90.3667,2.5851,T2
1278.3129,337.1978,55.806,T2
1078.5203,794.3954,75.2339,T2
2143.3148,1303.1226,97.6996,T2
502.6663,469.749,38.9282,T2
1879.7281,901.5836,107.0151,T2
993.3592,273.7002,12.133,T2
1889.0153,1238.0374,122.9026,T2
1753.8349,532.2964,97.4576,T2
1165.0879,354.6227,34.3378,T2
1154.0365,1076.6078,103.5722,T2
1716.9389,1313.0199,89.7817,T2
2639.2498,1131.9452,119.0847,T2
528.5205,216.8032,6.1905,T2
1819.8153,1387.2019,130.3038,T2
1011.6899,911.1851,66.2732,T2
222.9804,59.8844,0.3812,T2
19.4627,9.947,0.127,T2
3643.3828,1033.0733,99.8299,T2
1924.6563,895.6796,107.9189,T2
2555.3096,889.8911,121.9574,T2
1492.0846,1174.9279,44.221,T2
2399.7968,751.3538,18.7883,T2
1305.7699,966.8529,27.6946,T2
2544.2378,1642.427,11.9094,T2
2320.6507,1532.2139,32.7379,T2
1467.866,1416.9858,75.6086,T2
944.717,287.225,19.3292,T2
1678.1804,769.2143,46.478,T2
1448.8329,1207.6307,14.2307,T2
2117.0579,1018.9639,71.7361,T2
438.1951,359.9072,24.1327,T2
1741.246,778.0174,46.2936,T2
311.626,114.6041,10.6606,T2
2138.222,1320.9411,79.7915,T2
2840.3752,1066.9814,91.7581,T2
442.2798,304.9198,14.7819,T2
664.0324,288.8673,20.9254,T2
3344.0084,1256.2827,177.2348,T2
1446.1985,425.5136,74.4923,T2
2017.5508,1983.5019,150.5424,T2
3786.9537,1010.9511,23.6374,T2
2332.9854,1089.5029,6.472,T2
2158.7059,655.3415,105.924,T2
68.4241,18.7205,0.8154,T2
1661.2366,1368.4384,20.0425,T2
2409.2434,580.5181,32.2351,T2
579.1213,234.2124,31.0886,T2
1537.0944,403.471,46.3864,T2
394.5018,263.8797,0.5361,T2
2024.8671,1458.5424,19.4152,T2
2736.4628,2130.9765,134.0293,T2
2080.9621,1654.7163,132.2127,T2
2619.199,1116.1362,62.2248,T2
870.9665,919.7972,54.7285,T2
1308.7948,586.0187,5.0405,T2
2203.5957,2073.1104,59.5852,T2
2592.6234,1022.5332,42.9878,T2
491.6803,296.0344,13.7265,T2
993.5348,531.2309,19.7953,T2
20.9803,11.3838,0.6606,T2
2119.2436,1601.0454,105.7049,T2
3446.2907,1365.5646,46.3344,T2
821.1422,2747.6914,189.5387,T3
0.294,872.9371,4.3779,T3
1149.4188,2190.5319,538.6466,T3
